image_name,entity_name,expected_value,extracted_value
61Kzp6mUyDL.jpg,voltage,230.0 volt,No match found
7122mFDMKdL.jpg,wattage,30.0 watt,No match found
914b-Rbu8sL.jpg,wattage,30.0 watt,No match found
61QLqAtk49L.jpg,item_weight,36.0 gram,No match found
71oR4f2O8TL.jpg,item_weight,36.0 gram,No match found
91CFwJYqSIL.jpg,item_weight,93.0 gram,No match found
61EtovzpV8L.jpg,item_weight,5.8 gram,No match found
71DdZjdjY2L.jpg,item_weight,2325.0 microgram,No match found
81Lk7YnVq6L.jpg,wattage,250.0 watt,No match found
61kX5ScRxdL.jpg,item_weight,3.0 pound,No match found
512zELhKnmL.jpg,item_weight,15.17 ounce,15.17 oz
51bvN6sQJZL.jpg,item_weight,328.0 gram,No match found
61BJZI+N6FL.jpg,voltage,5.0 volt,No match found
71dQhAkuiXL.jpg,voltage,5.0 volt,No match found
71iCDzf3SVL.jpg,item_weight,280.0 gram,No match found
71FSLU7TEyL.jpg,item_weight,80.0 kilogram,No match found
71-q0hAgSSL.jpg,item_volume,200.0 millilitre,200 m
7127o10t9tL.jpg,maximum_weight_recommendation,250 pound,250 L
71jD7X6Eo5L.jpg,item_weight,2.0 pound,No match found
51WKciNNXsL.jpg,item_weight,20.0 gram,No match found
313aG8L3-rL.jpg,item_weight,30.0 kilogram,No match found
31aalwb8cdL.jpg,item_weight,30.0 kilogram,No match found
71slQD6kfYL.jpg,wattage,210.0 watt,No match found
51xVMJXeyUL.jpg,wattage,15.0 watt,No match found
61LThsu6KrL.jpg,item_weight,3.0 gram,No match found
61KcdM-rxqL.jpg,item_weight,39.0 gram,No match found
41ZqgLmAOpL.jpg,item_weight,1.16 kilogram,No match found
814tdSHcsrL.jpg,item_weight,4.8 kilogram,8 KG
71q-GgOyiWL.jpg,item_weight,380.0 gram,No match found
718AbJ-lnUL.jpg,item_weight,0.28 ounce,0.28 OZ
81elFizoqgL.jpg,item_weight,100 gram,No match found
71FcYrlHEEL.jpg,item_weight,100 gram,No match found
71uyQ21zqVL.jpg,item_weight,100 gram,No match found
71Iz6gGlhzL.jpg,item_weight,150 gram,No match found
51NBIRi0OLL.jpg,item_weight,150 gram,150.0 Gram
61JcUwBXP6L.jpg,item_weight,10 kilogram,No match found
61pdB9fr-cL.jpg,item_weight,10 kilogram,No match found
516rrBjrjnL.jpg,item_weight,200 gram,No match found
81IGy+1kZHL.jpg,item_weight,100 gram,No match found
71f8PsMyZIL.jpg,item_weight,100 gram,100g
71iA1buDH4S.jpg,item_weight,16.26 gram,No match found
71jmtTh5QES.jpg,item_weight,16.26 gram,No match found
518L45yHsfL.jpg,item_weight,316 gram,316g
7179JK26-1L.jpg,item_weight,2.9 kilogram,2.9 kg
719skH5g3DL.jpg,item_weight,10.3 gram,10.3g
81L5nXqWeLL.jpg,item_weight,8.0 kilogram,No match found
61m-jQu+ZaL.jpg,item_weight,1.0 gram,No match found
71yqw2dcvCL.jpg,item_weight,"[11.0, 12.0] ounce",No match found
51osfJX-RKL.jpg,item_weight,10.0 gram,No match found
71cSLrQ6LrL.jpg,item_weight,19.2 gram,19.2g
71yBp56rqoL.jpg,item_weight,2.4 gram,No match found
71RIelu5DKL.jpg,item_weight,8.0 kilogram,No match found
61IjAvkDTfL.jpg,item_weight,4.0 ounce,No match found
716moDrkaoL.jpg,item_weight,12.0 pound,No match found
71fUbmGV03S.jpg,item_weight,5.0 gram,No match found
91+No1yJ4tL.jpg,item_volume,"[70.0, 100.0] millilitre",No match found
71W7WvEFKhL.jpg,voltage,36.0 volt,No match found
71GzvcDB6lL.jpg,item_weight,150.0 kilogram,No match found
81zIAhFrnzL.jpg,item_weight,10.0 ounce,No match found
51rkj-m8XgL.jpg,item_weight,0.0 gram,No match found
71WXaLncyzL.jpg,item_weight,340.0 gram,No match found
71dyB6APhAL.jpg,item_weight,60.0 gram,No match found
81SkA+MLX-L.jpg,item_weight,266.0 gram,No match found
81ov5-nfGNL.jpg,item_weight,60.0 gram,No match found
71gvmYk-SzL.jpg,item_weight,16.0 gram,No match found
71SkD9omPEL.jpg,item_weight,14.2 gram,14.2g
61iEby7IFnL.jpg,item_weight,180.0 gram,No match found
61XtmD4218L.jpg,item_weight,1.1 pound,No match found
1yw53vfQtS.jpg,voltage,25.0 volt,No match found
61kZYqMZkBL.jpg,wattage,20.0 watt,No match found
71ig4HmyXxL.jpg,item_weight,2.0 kilogram,No match found
71LLYpCs8aL.jpg,item_weight,152 gram,No match found
71spx008DVL.jpg,item_weight,152 gram,No match found
715+3IvBqDL.jpg,item_weight,152 gram,No match found
810DaIixzVL.jpg,item_weight,152 gram,No match found
81jWJ27eORL.jpg,item_weight,235 gram,No match found
51n6jNqdQ+L.jpg,item_weight,1.76 ounce,No match found
71hQMF-ovpL.jpg,maximum_weight_recommendation,25 kilogram,No match found
81Md2Rf0jNL.jpg,item_weight,4.5 kilogram,No match found
81XOwrnEzWL.jpg,item_weight,80 gram,No match found
81vEMGOaA+L.jpg,item_weight,30 pound,No match found
61tSt4Z432L.jpg,item_weight,5 millilitre,No match found
61bgCqNKgjL.jpg,item_weight,5 millilitre,No match found
610bLFQIS3L.jpg,item_weight,15.0 kilogram,No match found
610bLFQIS3L.jpg,height,95.0 centimetre,No match found
81qszCTb+bL.jpg,item_weight,10000 milligram,000m
81XGHPJXaxL.jpg,item_weight,10000 milligram,000m
81TggckMRtL.jpg,item_weight,10000 milligram,No match found
91YHYuLs6YL.jpg,item_weight,10000 milligram,000m
61veU4csGzL.jpg,item_weight,2.4 gram,No match found
61aC-VmOwyL.jpg,item_weight,235.0 gram,235 gram
41L36Xmjq1L.jpg,item_weight,6.1 gram,6.1g
71mCI1CckQL.jpg,item_volume,699.0 litre,No match found
616gIYem7lL.jpg,item_weight,2.0 gram,No match found
61MlQO3L2HL.jpg,item_weight,3.7 gram,3.7g
71zHdpfjROL.jpg,item_weight,1 kilogram,No match found
61t775ZzpUL.jpg,item_weight,104 gram,No match found
61s4RS00gZL.jpg,item_weight,623 gram,No match found
71hs5hR0HCL.jpg,item_weight,623 gram,No match found
61d2+FXZgFL.jpg,item_weight,350 gram,No match found
51U1AUHfy4S.jpg,wattage,10.0 watt,No match found
619IwgmE7vL.jpg,item_weight,0.65 kilogram,0.65kg
6136jV+MAhL.jpg,item_weight,10.3 kilogram,10.3 KG
71PpDivTGBL.jpg,item_weight,9361.0 ton,No match found
81mop7vG17L.jpg,item_weight,2.4 gram,No match found
51vjHJDkFSL.jpg,item_weight,2.1 gram,No match found
71bpiR8cdvL.jpg,item_weight,209.0 gram,209g
51zsbF57xoL.jpg,item_weight,0.69 kilogram,0.69kg
81EQ4y+tcVL.jpg,item_weight,200.0 gram,No match found
71OYbcdjB+L.jpg,item_weight,360.0 gram,360g
71j8SpEJsQL.jpg,item_weight,360.0 gram,No match found
81am0nSNV8L.jpg,item_weight,360.0 gram,No match found
812FQj5EuzL.jpg,item_weight,360.0 gram,No match found
71M8-w9P5CL.jpg,item_weight,5.0 gram,No match found
81OUHPLuGXL.jpg,item_weight,13.0 gram,No match found
61p6X5pAh2L.jpg,item_weight,8.0 gram,No match found
61K8Ua5gvkS.jpg,wattage,1800.0 watt,No match found
818hmVQLFPL.jpg,maximum_weight_recommendation,180.0 milligram,No match found
71TXss3FDIL.jpg,item_weight,1800.0 milligram,1800 mg
81R3NVEl7WL.jpg,item_weight,1800.0 milligram,1800 mg
812FE4kIZ8L.jpg,item_weight,1800.0 milligram,1800 mg
91vaXlvP39L.jpg,item_weight,1800.0 milligram,No match found
716zx9BQQrL.jpg,item_weight,1800.0 milligram,1800 Mg
71eUZfBrU0L.jpg,item_weight,0.43 ounce,No match found
71ZdsMss0IL.jpg,item_weight,1.0 gram,No match found
616SlISCmCL.jpg,item_weight,1.0 gram,No match found
91CowFswP-L.jpg,item_weight,661.0 pound,No match found
71mVVuk+3+L.jpg,item_volume,100.0 millilitre,No match found
51DBKW1-ZfL.jpg,item_weight,1.0 kilogram,No match found
61OAxi2VMaL.jpg,item_volume,30.0 millilitre,No match found
518DkfrkDyL.jpg,item_weight,10.0 kilogram,No match found
91t88+lMXlL.jpg,item_weight,227.0 gram,No match found
81uOqJUfZKL.jpg,item_weight,2.0 ton,No match found
61Ppw3UyazL.jpg,item_weight,23.0 gram,No match found
811oWxn25JL.jpg,item_weight,55.0 pound,No match found
91xCTMzhWgL.jpg,item_weight,55.0 pound,No match found
51sB9UTQ3KL.jpg,item_weight,23.0 gram,No match found
717KeUEIVHL.jpg,item_weight,0.35 ounce,No match found
71s6un2r1yL.jpg,item_weight,1.05 kilogram,1.05kg
71BPjlDfL3S.jpg,item_weight,2.25 pound,No match found
61esWevNnyL.jpg,item_weight,180.0 gram,No match found
61DlngDxqRL.jpg,item_weight,180.0 gram,No match found
71g2vdmxGyL.jpg,wattage,8.0 watt,No match found
61v9VArQTaL.jpg,item_weight,90.0 microgram,No match found
71PZRojLfPL.jpg,item_weight,90.0 microgram,90 m
71RB09wAHCL.jpg,item_weight,90.0 microgram,No match found
81sYLRguQAL.jpg,item_weight,16.0 kilogram,No match found
61JjT2SkbcL.jpg,item_weight,10 gram,No match found
61h5PZTZzFL.jpg,item_weight,15 gram,15 gram
714uk8k9G-L.jpg,maximum_weight_recommendation,20 kilogram,No match found
612Pfj34ezL.jpg,maximum_weight_recommendation,100 kilogram,No match found
61I5OgWTHzS.jpg,item_weight,50 gram,No match found
41VW9GpvXRL.jpg,item_weight,59 gram,No match found
61UyjmaQqOL.jpg,item_weight,250 gram,No match found
61UzwBMYl9L.jpg,item_weight,250 gram,No match found
61Z5XF4-aIL.jpg,item_weight,250 gram,No match found
61pIrILVODL.jpg,item_weight,250 gram,No match found
613nE3FmFsL.jpg,item_weight,250 gram,No match found
51RxbgdHfNL.jpg,item_weight,15.0 kilogram,No match found
61XOUrPe5JL.jpg,item_weight,500.0 milligram,No match found
81t1WqFA3NS.jpg,item_weight,700.0 milligram,No match found
81K82v1j4BS.jpg,item_weight,700.0 milligram,700 m
51QtLWzTp4L.jpg,item_weight,2.6 gram,2.6g
610lfvZw1PL.jpg,item_weight,15.0 milligram,No match found
71yGBwOkryL.jpg,item_weight,15.0 milligram,No match found
61peKmUAhrL.jpg,item_weight,20.0 gram,No match found
51egJX-jygL.jpg,item_weight,8.0 gram,No match found
61dWZVY4vgL.jpg,item_weight,27.0 ounce,No match found
81HKYnOpDAL.jpg,item_weight,99.0 gram,No match found
81dNhvyIQFL.jpg,item_weight,99.0 gram,No match found
81OqzXDSCmL.jpg,item_weight,99.0 gram,No match found
81T2bEkNmTL.jpg,item_weight,99.0 gram,No match found
91p4-BYgVoL.jpg,item_weight,396.0 gram,No match found
71YgdZYVn9L.jpg,item_weight,99.0 gram,No match found
81bmDxNlJPL.jpg,item_weight,99.0 gram,No match found
81Ev0Om2rQL.jpg,item_weight,99.0 gram,No match found
61JWnlkwSSL.jpg,item_weight,32.0 gram,No match found
61Cydk2KHZL.jpg,item_weight,1.2 pound,No match found
619+PT-LlsL.jpg,item_volume,128.0 fluid ounce,No match found
717iuHuDG4L.jpg,item_volume,128.0 fluid ounce,No match found
61pfSJr2FmL.jpg,item_volume,10.0 millilitre,No match found
61kIRPnUnVL.jpg,item_volume,10.0 millilitre,No match found
71MnmIz6W1L.jpg,item_volume,10.0 millilitre,No match found
71AKNNbNDBL.jpg,item_volume,10.0 millilitre,No match found
61SGOCbfjWL.jpg,item_weight,4.4 pound,No match found
812xgMyqYYL.jpg,item_weight,2.9 gram,2.9 gram
813yFu+vt1L.jpg,item_weight,35.0 pound,No match found
71TPzyps42L.jpg,item_weight,725.0 gram,No match found
71yMHX+ppyL.jpg,wattage,500.0 watt,No match found
71yMHX+ppyL.jpg,voltage,48.0 volt,No match found
81TRyizCNWL.jpg,voltage,12.0 volt,No match found
61H0snVm4jL.jpg,item_weight,200.0 gram,No match found
71FtK6Af8DL.jpg,item_weight,200.0 gram,No match found
61TPGrJHRpL.jpg,item_weight,106.0 gram,No match found
71BAZevNH-L.jpg,item_weight,3.6 ounce,6 oz
515Ye+2zX7L.jpg,item_weight,71.2 pound,No match found
31aNgDKo7CL.jpg,item_weight,4.0 gram,No match found
61ZTg59QmBL.jpg,item_weight,1208.0 gram,No match found
71cru9igj0L.jpg,item_weight,360.0 pound,No match found
61X1Jri6F0L.jpg,item_weight,250 gram,No match found
61WyBc87vdL.jpg,item_weight,1.1 pound,No match found
71lU5AOwVgL.jpg,item_weight,100 gram,No match found
81qwXzAaxPL.jpg,item_weight,100 gram,No match found
81Sp23t4mhL.jpg,item_weight,100 gram,No match found
91OyqfSMgrL.jpg,item_weight,100 gram,No match found
61NkLpxQLzL.jpg,item_weight,14 gram,14 gram
61kmi1O2SSL.jpg,item_weight,150 gram,No match found
51V6okXxUOL.jpg,item_weight,100 gram,No match found
61+cG18kPrL.jpg,item_weight,3.3 gram,No match found
81VGd3sNuAL.jpg,item_weight,300.0 kilogram,No match found
61BMmDbNW8L.jpg,wattage,1500.0 watt,No match found
61SjSrquWnL.jpg,item_weight,15.7 kilogram,No match found
81WXYcWpDNL.jpg,item_weight,800.0 gram,No match found
61EdTkkJAnL.jpg,item_weight,800.0 gram,No match found
51jkcTsQHeL.jpg,item_weight,0.13 kilogram,No match found
71czb5s-NxL.jpg,item_weight,40.0 gram,No match found
81sghh1kUNL.jpg,item_weight,730.0 gram,No match found
51k7GMS8dgL.jpg,item_weight,12.5 gram,12.5g
51k7GMS8dgL.jpg,depth,21.0 centimetre,No match found
51UUdyAqaZL.jpg,item_weight,10.0 gram,No match found
71ywoKFO9lL.jpg,item_weight,"[17.0, 21.0] kilogram",No match found
71q+au3LqHL.jpg,item_weight,"[13.0, 16.0] kilogram",No match found
71ZiiJEYn5L.jpg,item_weight,"[13.0, 16.0] kilogram",No match found
61O-9hl5ayL.jpg,item_weight,8.0 gram,No match found
81KfxXADuIL.jpg,item_volume,250.0 millilitre,No match found
71TzqIK-WgL.jpg,item_volume,250.0 millilitre,No match found
81K-B8r5BsL.jpg,item_volume,250.0 millilitre,No match found
7158PfqYzlL.jpg,item_volume,250.0 millilitre,No match found
71BxBLZ06XL.jpg,item_volume,250.0 millilitre,No match found
71GUWPpa+zL.jpg,item_volume,250.0 millilitre,No match found
71GYnpwMuxL.jpg,item_volume,250.0 millilitre,No match found
6153D7HI++L.jpg,item_weight,21.1 gram,No match found
719q6wVfH7L.jpg,item_weight,776.58 gram,No match found
7155YmXbrxL.jpg,item_weight,35.0 kilogram,No match found
91m+wA05MDL.jpg,item_weight,200 gram,No match found
717Xb-XhlxL.jpg,item_weight,1.5 kilogram,No match found
719eCXnYG8L.jpg,maximum_weight_recommendation,240 kilogram,240kg
51SxHQR55hL.jpg,item_weight,960 gram,No match found
81NSyNfKwHL.jpg,item_weight,10 ounce,No match found
810ryosCrBL.jpg,wattage,60.0 watt,No match found
81jAGgqcprL.jpg,item_weight,50.0 pound,No match found
71+75wp1BQL.jpg,item_volume,4.0 quart,No match found
81rV4magOQL.jpg,item_volume,4.0 quart,No match found
81I7yPIQRXL.jpg,item_volume,4.0 quart,No match found
71AcfRPe4ML.jpg,item_weight,0.423 ounce,No match found
51dRl-DGzXL.jpg,item_weight,84200701.0 ounce,No match found
71GWjF21cIL.jpg,item_weight,0.14 pound,No match found
61FiMnTBJPL.jpg,item_weight,3.0 gram,No match found
51v+SyNEojL.jpg,item_weight,24.0 gram,No match found
81xEx2YLEKL.jpg,item_weight,300.0 gram,300 G
91k8WfFJKFL.jpg,item_weight,199.0 gram,No match found
81wg1ednG8L.jpg,item_weight,22.0 gram,No match found
31UmFlrQMDL.jpg,wattage,2.4 watt,No match found
516DgZz4h1L.jpg,item_weight,25.0 gram,No match found
81UdkupMS5L.jpg,item_weight,200.0 kilogram,No match found
81pJRjDdKWL.jpg,item_weight,4.0 ton,No match found
71BszUAOVeL.jpg,voltage,110.0 volt,No match found
71BszUAOVeL.jpg,wattage,60.0 watt,No match found
61zyJdPYp8L.jpg,item_weight,9.2 pound,9.2L
61MMxSMDSnL.jpg,item_weight,5.78 ounce,5.78 oz
71aSE8GfbQL.jpg,voltage,250.0 volt,No match found
71vCZl9YsoL.jpg,item_weight,585.0 gram,585g
51h158W09aL.jpg,item_weight,9.0 gram,No match found
712C6JW0heL.jpg,item_weight,35.0 gram,No match found
71Gg3AbMgWL.jpg,item_weight,200.0 gram,No match found
719duvKDOzL.jpg,item_weight,200.0 gram,No match found
71Ys7cCIZQL.jpg,item_weight,200.0 gram,No match found
71xLmDGNG7L.jpg,item_weight,2000.0 milligram,000m
71s7dJmtEsL.jpg,item_weight,2000.0 milligram,No match found
71Svyb9HpEL.jpg,voltage,230.0 volt,No match found
716eknov7+L.jpg,voltage,"[11.0, 17.0] volt",No match found
71HMCudrCOL.jpg,voltage,18.0 volt,No match found
61yX+n1ZMYL.jpg,item_weight,1000 milligram,No match found
81OADShP8gL.jpg,item_weight,280.0 gram,No match found
51fVq92ErcL.jpg,item_weight,3.6 gram,No match found
71xAWk0XsnL.jpg,item_weight,9.82 gram,9.82g
71IY2xT4jJL.jpg,item_weight,1.25 kilogram,No match found
61FgU1udKrL.jpg,item_weight,35.0 kilogram,No match found
71VpfZW1SLL.jpg,item_weight,2.0 ounce,No match found
81qqZn5YUkL.jpg,item_weight,265.0 gram,No match found
71VMb+D0c-L.jpg,item_weight,3.17 ounce,No match found
61XhSckZ44L.jpg,item_weight,750.0 gram,No match found
71AnpuM4GTS.jpg,item_weight,16.0 kilogram,No match found
71BOruH-uEL.jpg,item_weight,2023.0 ounce,No match found
71lLoq0s+JL.jpg,item_weight,179.0 kilogram,No match found
812lr7CRloL.jpg,wattage,250.0 watt,No match found
81YEhrtinRL.jpg,item_weight,280.0 gram,No match found
713ItVv9dBL.jpg,item_weight,2.82 ounce,No match found
81msQqEHvkL.jpg,item_weight,2.82 ounce,No match found
51kPmvIK17L.jpg,item_weight,1000.0 gram,No match found
71im-qgSuNL.jpg,item_weight,24.5 kilogram,5 KG
614aBp6QwxL.jpg,item_weight,6.9 gram,No match found
71VtVp8FCxL.jpg,maximum_weight_recommendation,270 pound,No match found
412yk16tNVL.jpg,item_weight,200 millilitre,No match found
4106TRNhGwL.jpg,maximum_weight_recommendation,285 pound,285L
61mtruRlylL.jpg,item_weight,200 gram,No match found
71MbYieuadL.jpg,item_weight,1.59 ounce,No match found
81CpQaQQ2WL.jpg,item_weight,3.4 gram,3.40g
81X+rcXk3wL.jpg,item_weight,3.2 gram,No match found
81PgvYJUh8L.jpg,item_weight,3.2 gram,No match found
810eXVEJZ6L.jpg,item_weight,0.41 kilogram,0.41KG
61bh39XwruL.jpg,maximum_weight_recommendation,65.0 ton,No match found
61-hjAWHgXL.jpg,item_weight,95.6 gram,No match found
61Rq6zd5cGL.jpg,item_weight,220.0 gram,220g
71hUVgmX05L.jpg,item_weight,2.0 ounce,No match found
71scZ1a0PKL.jpg,item_weight,0.93 kilogram,No match found
61n5QMpPFwL.jpg,item_weight,21116.0 ton,No match found
71vdEjoPA9L.jpg,item_weight,382.2 gram,No match found
71N-odnV1OL.jpg,item_weight,85.0 ton,No match found
61TEY5m2GgL.jpg,wattage,50.0 watt,No match found
81arbJffdPL.jpg,wattage,50.0 watt,No match found
71ZmYw6CTYL.jpg,wattage,50.0 watt,No match found
7136MqXmKCL.jpg,wattage,50.0 watt,No match found
71JQ5jxcFUL.jpg,wattage,50.0 watt,No match found
91mAaKY+tkL.jpg,wattage,50.0 watt,No match found
717AMtZbXbL.jpg,voltage,120.0 volt,No match found
71gvsL8zlUL.jpg,item_weight,88.0 ounce,No match found
71TjRQeA5LL.jpg,item_weight,25.0 gram,No match found
81z7P2gwixL.jpg,item_weight,0.88 ounce,No match found
71Edx6LSxlL.jpg,voltage,"[220.0, 250.0] volt",No match found
61ETboRFtwL.jpg,item_weight,14.0 gram,No match found
7164gBo7pIL.jpg,item_weight,4.0 ounce,No match found
51lkLsVVJEL.jpg,item_weight,8.0 ounce,No match found
71-49YiwCdL.jpg,item_weight,4.0 ounce,No match found
510xjPqPekL.jpg,item_weight,6.5 gram,6.5g
71zDKHJ9KwL.jpg,item_weight,35.0 gram,No match found
61OrBpekpSS.jpg,wattage,600.0 watt,No match found
61nvpKZkEeL.jpg,item_weight,7 ounce,No match found
61auEGee5PL.jpg,item_weight,200 gram,200g
61m+YZC-Y1L.jpg,item_weight,200 gram,No match found
71xKWiyY7hS.jpg,item_weight,284 gram,No match found
51+Nlfuj0kL.jpg,item_weight,10 ounce,No match found
61ihd4f5upL.jpg,item_weight,0.65 kilogram,No match found
8180lCAlYaL.jpg,item_weight,0.1 gram,No match found
61r7Vx4HOKL.jpg,wattage,42.0 watt,No match found
51BbDAFIyLL.jpg,item_weight,1.0 gram,No match found
71olNwJozHL.jpg,item_weight,174.0 gram,174g
71w4aIH8Q4L.jpg,item_weight,950.0 gram,No match found
51+K7AR590L.jpg,item_weight,32.0 gram,No match found
81mCWNX3v8L.jpg,item_weight,725.0 gram,No match found
71FFDr0ZNSL.jpg,item_weight,2.7 gram,No match found
61BGKRq2UyL.jpg,wattage,18.0 watt,No match found
61HykAloCmL.jpg,item_weight,18.5 gram,185 g
71lUKpOx3RL.jpg,item_weight,135.0 ounce,No match found
61m2NlKkpAL.jpg,item_weight,2.29 ounce,2.29 oz
61vpGT+2PjL.jpg,item_weight,"[1.0, 2.0] gram",No match found
615svlFid7L.jpg,wattage,3.0 horsepower,No match found
71242FFd6tL.jpg,item_weight,"[7.0, 25.0] kilogram",No match found
71cBwKE6JgL.jpg,item_weight,3.0 ounce,No match found
61zxxVgB4xL.jpg,item_weight,7.0 pound,No match found
31IzA4qnQML.jpg,item_volume,100.0 millilitre,400 m
81FTlPvmusL.jpg,item_weight,8600.0 gram,No match found
71F49txsC1L.jpg,item_weight,15.3 gram,15.3g
91p1UNmCN+L.jpg,voltage,2.0 volt,No match found
71zg2mEURtL.jpg,voltage,12.0 volt,No match found
715w2NfWfaL.jpg,voltage,12.0 volt,No match found
71rf8-Ri2QL.jpg,item_volume,1.76 fluid ounce,No match found
814mTOj4yVL.jpg,item_volume,1.76 fluid ounce,No match found
81urmTQqvjL.jpg,item_volume,1.76 fluid ounce,No match found
81-L7gQc41L.jpg,item_volume,50.0 fluid ounce,No match found
81mQoBEUa+L.jpg,item_volume,1.76 fluid ounce,No match found
71VKh+g-rvL.jpg,item_weight,0.14 ounce,0.14 ounce
61gOJt1TGiL.jpg,wattage,0.75 watt,No match found
51NRvNR4b8L.jpg,wattage,0.75 watt,No match found
71rBXe0Dz5L.jpg,wattage,60.0 watt,No match found
81rYCpY2LML.jpg,item_weight,150.0 gram,No match found
715TpQt6W+L.jpg,item_weight,10.0 gram,No match found
71T4Y+l+2NL.jpg,item_weight,10.0 gram,No match found
71cuQqw9xQL.jpg,item_weight,10.0 gram,No match found
81X+Z2K-KRL.jpg,item_weight,1.0 kilogram,No match found
6103+YwyRPL.jpg,wattage,750.0 watt,No match found
51vcuDgYTlL.jpg,item_weight,5.5 milligram,No match found
61ubO35QGFL.jpg,wattage,22.5 watt,No match found
71MFJQIqwSL.jpg,item_weight,100 gram,No match found
6177BJL5URL.jpg,item_weight,100 gram,No match found
81lSvS+dOVL.jpg,item_weight,100 gram,100g
61tJh2acH+L.jpg,item_weight,23.0 kilogram,No match found
912t8Ax7QmL.jpg,item_weight,100 gram,No match found
61QJWjxxIjL.jpg,item_weight,62 gram,No match found
51qXSptnJwL.jpg,item_weight,2 gram,No match found
81W5v-M7z8L.jpg,item_weight,2.7 kilogram,No match found
51XFwp2FvjL.jpg,item_weight,900 gram,No match found
51XXeiqPWPL.jpg,item_weight,900 gram,No match found
61X55lcRUaL.jpg,item_weight,2.1 gram,2.1g
51lU0fJtiQL.jpg,item_volume,1.69 fluid ounce,No match found
81TDU8LEXZL.jpg,item_volume,1.69 fluid ounce,No match found
71pSWm0KUjL.jpg,item_volume,1.69 fluid ounce,No match found
71pElEeQIXL.jpg,item_volume,1.69 fluid ounce,No match found
818FyPbEQtL.jpg,item_weight,120.0 gram,No match found
51IO9sPn3NL.jpg,item_weight,750.0 gram,No match found
619FsVtSDIL.jpg,item_weight,100.0 gram,190gram
71lRHgLYsnL.jpg,item_weight,60.0 gram,No match found
61QleiqxcxL.jpg,item_weight,150.0 kilogram,No match found
61Hxou9XK3L.jpg,item_weight,300.0 gram,No match found
71L9CCykvzL.jpg,item_weight,50.0 gram,No match found
61XZB7Es+XL.jpg,item_weight,185.0 gram,No match found
51G9MFJLoYL.jpg,item_weight,40.0 gram,No match found
71nNTLLDjxL.jpg,item_weight,37.0 gram,No match found
91+5plCsRxL.jpg,item_weight,56.0 gram,No match found
91MhqMKy6fL.jpg,item_volume,8.0 fluid ounce,No match found
71CteQL4iVL.jpg,wattage,1080.0 horsepower,No match found
61rAVhH+TcL.jpg,item_weight,226.0 gram,No match found
61Lh+DaAq3L.jpg,item_weight,2.0 gram,No match found
712W+AtSVAL.jpg,item_weight,340.0 gram,No match found
81hvBjMZFhL.jpg,item_weight,340.0 gram,No match found
71OrsHMlaTL.jpg,item_weight,340.0 gram,340g
71L-uSvGuCL.jpg,item_weight,340.0 gram,No match found
71lVUeMCeuL.jpg,item_weight,340.0 gram,No match found
61dYG9+RUzL.jpg,item_weight,340.0 gram,No match found
81Pqhbbn-jL.jpg,item_weight,80 gram,No match found
61z7x4rG7KL.jpg,item_weight,60 gram,No match found
61ncXtwqqkL.jpg,item_weight,80 gram,No match found
61382WP6wjL.jpg,item_weight,80 gram,No match found
618hJEiL2oL.jpg,item_weight,1 kilogram,No match found
61sDQFZqpWL.jpg,item_weight,50 gram,No match found
71e4Hqs1INL.jpg,item_weight,2.3 kilogram,No match found
81Ln3KXUpNL.jpg,item_weight,347 gram,No match found
812plZU9GrL.jpg,item_weight,347 gram,No match found
91-ewnMkY0L.jpg,item_weight,552 gram,No match found
81YeQspDQIL.jpg,item_weight,552 gram,No match found
713zyVRNccL.jpg,item_weight,552 gram,No match found
71kGrHosgPL.jpg,item_weight,4.0 gram,No match found
81u1AoLGMbL.jpg,item_weight,270.0 gram,No match found
41TEd+8R3vL.jpg,item_weight,78.0 gram,No match found
81ed4jI0HeL.jpg,item_weight,200.0 milligram,No match found
61XTszHwNXL.jpg,item_weight,1300.0 milligram,No match found
81zYXx9cvSL.jpg,item_weight,1300.0 milligram,No match found
61axXXu7H7L.jpg,item_weight,5.0 kilogram,No match found
51f2HADG6cL.jpg,wattage,4.0 watt,No match found
61ycW+iZrmL.jpg,item_weight,24.0 milligram,No match found
71YZ-KoI+PL.jpg,item_weight,24.0 milligram,No match found
71E-hAiLbDL.jpg,item_weight,24.0 milligram,20 M
71n+PjUSO4L.jpg,item_weight,24.0 milligram,No match found
71nxzeYZb6L.jpg,item_weight,24.0 milligram,No match found
61SZm0CtjDL.jpg,item_weight,30 gram,No match found
51ln6BP9WmL.jpg,item_weight,45.0 gram,No match found
71DkTTee-IL.jpg,item_weight,10.0 gram,No match found
61GhtcIF-qL.jpg,item_weight,0.22 pound,0.22 L
71B5WoSjnvL.jpg,item_weight,7.0 ounce,No match found
71-zCpEj1qL.jpg,item_weight,1000.0 microgram,No match found
81BGkNhNSBL.jpg,item_weight,1000.0 microgram,1000M
71ySmmO4EJL.jpg,item_weight,1000.0 microgram,No match found
817tXv3r8BL.jpg,item_weight,1000.0 microgram,No match found
810Na9YhX0L.jpg,item_weight,1000.0 microgram,No match found
61loXH5tnfL.jpg,item_weight,100.0 gram,No match found
61cvqR5ljmL.jpg,item_weight,500.0 gram,No match found
61hl5FhLapL.jpg,item_weight,1.1 pound,No match found
61mwrLWyBgL.jpg,item_weight,"[135.0, 150.0] kilogram",No match found
71CE2IDHBhL.jpg,wattage,22.0 kilowatt,No match found
